text,label
"Operational Directive OD/DMRC/PLT/2025-06 issued 27/01/2025: Platform marshals to be deployed at Hauz Khas (HKH) and Central Secretariat (CST) during evening peak 17:30–20:00 to maintain dwell under 40 sec. TR-512, TR-516, and TR-520 are to use ATO with door re-open limit set to 1 cycle per dwell as per IEC 62290 guidelines. Station codes HKH/CST to ensure priority boarding for women and senior citizens, and activate escalator up-traffic configuration as per Plan E-3. Compliance to be recorded in Daily Operations Report DOR-27/01 by EMP-2219.",Operations
"Grievance Redressal Register Entry: MMRC/HR/GR/2025/188 dated 11/08/2025. EMP-2234 (Technician-Signalling) filed grievance about non-payment of Night Shift Allowance for July 2025 at CSMT Station (Code: MUM-CSMT). Case ID GR-25-188 opened; payroll audit traced a roster upload error (Roster ID RS-MON-07). Rectification initiated with arrears ₹3,450 payable in Sept 2025 salary, as approved by DGM/HR under SOP-FIN-12.",HR
"Capital Expenditure Authorization: Sanction accorded for escalator replacement at Lalbagh and Jayanagar (BMRCL) under Project Code CAP-ESC-2024 with approved budget ₹9,85,00,000. Funding split: KfW loan 60%, State equity 25%, internal accruals 15%. Tender No. BMRCL/ESC/REPL/2024-08 to be floated by 29/08/2024; completion period 270 days. All payments to be milestone-based; retention 5% to be released post DLP of 12 months. EMP-3612 to monitor fund utilization in PFMS and submit monthly UC by 5th of each month.",Finance
"Hazard Identification Log HIL/MMRC/TUN-CP2/2024-08 recorded on 13/07/2024: Water ingress observed at tunnel segment RB-12 joint near chainage 1+220, seepage rate approx. 0.8 L/min. Crew led by EMP-5129 applied epoxy injection (P/N EJ-100, vendor Konkan Seals) and installed additional weep hole. Monitoring to continue for 14 days; if rate >1.0 L/min, escalate to NCR-TUN-118. Evacuation route CP-2 signage updated; photoluminescent strips replaced to 400 mcd/m2 luminance as per IS 14427.",Safety & Compliance
"Train Testing Report (DMRC) 28/07/2025: Type tests on new six-car rake TR-908 performed on test track between Mukundpur Depot and Azadpur. Braking distance from 80 km/h to zero averaged 406 m with WSP enabled; meets Spec TS-TR-501 clause 8.3. EMP-1906 logged brake caliper temp peak 118°C, below limit 150°C. Cab signaling ATP target speed profile validated with balise set BG-19/21; no spurious alarms. Form TT-2025-TR908-03 filed; vendor CSR Nanjing supplied calibration certificate CAL-TRK-5527.",Engineering
Rolling Stock Testing Note: Dynamic brake performance of DM-405 post wheel reprofiling on 02/06/2025 showed deceleration 1.05 m/s² at 60–20 km/h on Line 6 test run between Dahisar East and Ovaripada (MMRC). EMP-1903 adjusted brake blending curve to Profile DBL-6 Rev C; wheel diameter logged 840 mm across bogies. Event recorder ER-405 log 02/06/2025-TRN-2 attached. Next inspection due 500 km. Observation entered in Maximo WO RS-25-661.,Engineering
"Leave Policy Update LP/2025/01 dated 27/01/2025: Maternity Leave enhanced to 26 weeks with full pay and benefits; Paternity Leave 15 days, to be availed within 6 months of child birth. Special Casual Leave of 5 days introduced for organ donation with supporting medical documents. Leave encashment at retirement capped at 300 days as per GOI guidelines; payments routed via SBI CPPC within 15 working days. ESS workflow updated; reference Policy No. HRP-LEAVE/Rev-5.",HR
"OHE Breakdown Report: Incident ID OHE-25-089 at Green Park–AIIMS on 09/06/2025, 25 kV feeder tripped due to bird-induced flashover at section insulator SI-14. Patrol team (EMP-0931, EMP-1645) isolated via PT-3, earthed as per IS:3043, replaced carbon insert and insulator pin. Supply restored at 16:18 hrs with SCADA alarm cleared (SCADA Ref ALM-RTU-GK2-331). Estimated material cost ₹27,900; charge to OHE-MR-12. Preventive action: install bird guards Type BG-25 within 10 days (WO DMRC/OHE/25/334).",Engineering
"Revenue Collection Report (NMRC) for period 01/08/2024 to 31/08/2024: Total farebox revenue ₹12,34,19,680, QR ticket share 28%, card recharge revenue ₹4,56,72,300. Non-fare revenue from station retail licenses ₹68,45,900. Cash overage at Sector-51 station (NMR-51) ₹2,340 on 17/08/2024 reconciled via CR-1708/03 and deposited on 18/08/2024. Bank settlement with SBI POS TID 784512 confirmed with one chargeback ₹520 reversed on 29/08/2024.",Finance
"Tax Compliance Note dated 05/08/2024: GSTR-1 for July 2024 filed on 10/08/2024; outward supplies ₹76,48,12,900. ITC as per GSTR-2B ₹11,92,37,410; reversal under Rule 42 ₹4,82,160 due to exempt lease income. TDS under GST (Section 51) deducted ₹18,43,290 on vendor bills; deposited vide CPIN 24080500091321 on 04/08/2024. EMP-3105 to finalize annual reconciliation 9C working by 30/09/2024.",Finance
"OHE Breakdown Memo (MMRC, 21/08/2025, Incident ID OHE-25-0821-04): At Santacruz East portal mast PM-42B, contact wire dropper at bay 7 snapped due to fatigue; feeder current spiked to 1.8 kA before protective trip by Sectioning Post SP-KE-12. EMP-0889 and OHE crew reached at 01:15 hrs, isolated section via PTFE tags and executed emergency splice using 107 sq.mm CuMg wire as per ETI/OHE/13. Traction restored by 02:07 hrs with pantograph sweep test on DM-405 successful. Permanent replacement scheduled 23/08/2025 during night maintenance window; cost implication ₹56,200 under OHE-Rep-2025.",Engineering
"Procurement Committee Minutes (PCM/FIN/09/2024) dated 25/06/2024 regarding supply of 33 kV VCB panels for Depot-Patel Nagar. L1 identified as M/s ElectroSwitch India Pvt. Ltd. with quoted value ₹7,96,45,000 plus GST @18%. Comparison sheet validated by EMP-2215 (AM-Fin). Delivery within 90 days, LD @0.5% per week up to 10%. Funding head: JICA Loan Tranche-III. Advance payment of 10% against PBG of 10% to be issued by ICICI Bank, BG No. 0045FIN0624, validity till 30/11/2025.",Finance
"Overhead Equipment (OHE) Preventive Maintenance: NMRC Section Noida Sec-62 (NSE) to Botanical Garden (BTG) on 10/09/2025. Contact wire height verified 5.25 m ±0.05 m at mast M-62/14; stagger measured 260 mm (spec 200–300 mm). Two droppers at portal P-62/19 retensioned; auto-tensioning device ATD-15 spring force reset to 9.5 kN. EMP-1905 logged SCADA alarm OHE_LS_014 cleared at 02:18 hrs. Material issue slip MIS-EL-2025-906 raised for 50 m CuMg contact wire worth ₹1,28,300 under Budget OHE-PM-05.",Engineering
"Audit Note AN-DMRC-SEC/10/2025: CCTV health check at Rajiv Chowk (RCW) on 06/10/2025 recorded 94% uptime; 11 cameras (IDs CAM-RCW-014 to -024) showed frame drop >12% due to PoE switch SW-2 overheating. Vendor M/s SecureVision India to replace two 24-port PoE switches (802.3at) under AMC INV-SEC/RCW/1523 by 12/10/2025. Access logs indicate unauthorized door alarm at AFC backroom 03:17 hrs; badge EMP-0419 validated, no breach found. Compliance with METRO-IS-2020 Section 5.2 remains satisfactory; follow-up on thermal management actions pending.",Safety & Compliance
"Training Bulletin: MMRC/HRD/TRG/2024-09 dated 16/09/2024. Mandatory refresher on Signal & Train Control for Maintainers (S&T) Batch STC-24A will be held at Aarey Car Depot Training Hall from 23/09/2024 to 25/09/2024, 09:30–17:30 hrs. Modules include CBTC Level 2 diagnostics, axle counter testing (IRS:S:60/2014), and platform screen door coordination. Attendance will be captured in LMS portal; minimum 90% attendance required for certification. TA/DA admissible as per HR Policy P-TRG-03.",HR
"Grievance Redressal Register Entry GR/OPS/2025/119 dated 17/02/2025: EMP-3568 (Ticketing, JP Nagar) reported pay anomaly post shift to night roster N3, alleging non-credit of Night Duty Allowance for January 2025 amounting to ₹1,540/-. Complaint acknowledged; payroll ticket PR-25-771 created. Verification against biometric logs BIO-KNP-02 and roster file RST-OPS/Jan/2025 assigned to Accounts (PAY/2025/33). Resolution target 24/02/2025; interim payment to be included in Feb supplementary bill if discrepancy confirmed.",HR
"Evacuation Procedure Review NMRC/EPR/24-09 for Aqua Line stations Sector 51 (SEC51) to Knowledge Park II (KPII) confirms updated signage per IS 12349 and photoluminescent path markers 25 mm width. Night-time walkthrough on 19/06/2024 by EMP-0983 and EMP-2046 found two blocked egress routes at Noida Sector 83 (SEC83) due to contractor materials; NCR issued NCR-SEC83-06 with rectification deadline 26/06/2024. Public announcement scripts in Hindi and English revised; drill scheduled 03/07/2024 at 22:30 hrs. Penalty clause per Contract PKG-NMRC-CIV-07 invoked at ₹5,000/day delay.",Safety & Compliance
"Passenger Services Note, NMRC, 31/08/2025: Complaints regarding AC temperature on TR-518 operating Sector 51 (SEC) to Depot (DPT) received via Helpline HL-200318 (tickets CS-2513 to CS-2521). Car temperature ranged 29–30°C against setpoint 25°C, due to clogged return filters in Car 2 and 4. Vendor: CoolMetro Systems, Work Order WO-NOIDA-AC-2025-072, rectification completed 13:40 hrs. Announcements advising passengers to change coaches were made at Noida Sec 76 (S76) and NSEZ (NSZ).",Operations
"CMRS Compliance Tracker CT-MMRC-INS-2024/CMRS-12: Follow-up to inspection held on 03/07/2024 for Colaba–BKC section. Pending items include tactile paths at BKC station concourse (80 m short), smoke detector spacing in service corridor SC-2 exceeding 12 m, and missing signage for refuge area RA-01. Target closure 20/08/2024; financial provision ₹12,40,000 under CAPEX-SEC-14. Weekly progress to be mailed to cmrs.coord@mmrc.gov.in referencing ticket CMRS-FUP-312.",Safety & Compliance
"Operations Memo: On 18/09/2025, TR-301 experienced a 4-minute delay between Rajiv Chowk (RCK) and Patel Chowk (PTC) due to a PSD sensor recalibration at platform 2. EMP-1127 (Station Controller) logged Incident ID OPS-2025-0918-07 at 08:14 hrs. Headway during Blue Line peak window (08:00–10:30) was temporarily widened from 2:20 to 2:40 minutes to maintain timetable integrity. Public announcements were updated via PA console Ver. 5.3 with revised ETAs, and crowd marshals redirected passengers to gates 3 and 5 for faster dispersal.",Operations
"Civil Structures Inspection: Elevated pier P-3/22 near Nagasandra shows hairline cracking 0.25 mm width at soffit, length 1.8 m, recorded on 09/06/2025. Rebound hammer average 32, cover meter shows 35 mm over main bars (design 30 mm). EMP-2560 issued NCR CS-NCR-109 citing IS 456:2000 serviceability limits. Epoxy injection repair scheduled with contractor ShreeBuild Infra under WO-CS-775, estimated ₹1,47,000. Monitoring with crack gauges CG-22A at 15-day intervals; next review 24/06/2025.",Engineering
"Training Bulletin TB/OPS/2025-03: Refresher training for Train Operators assigned to line TR-301 and DM-405 is scheduled at Depot Academy, Peenya on 22/03/2025. Modules include ATP/ATO troubleshooting, 25 kV OHE isolation protocols as per Indian Railway Electrical Manual Vol. II, and incident simulation using cab simulator S/N SIM-PNY-118. Attendance is compulsory; non-attendance will affect Q1 appraisal weightage per Policy HRP-TRN-06.",HR
Audit Note AN/DMRC/REV/2024/37 dated 05/07/2024 records variance in farebox revenue for TR-301 and TR-318 operating on Yellow Line between HUDA City Centre and Samaypur Badli. Reported revenue ₹86.72 lakh vs AFC system extract ₹88.09 lakh for week ending 30/06/2024; difference of ₹1.37 lakh attributed to manual ticket refunds not posted. EMP-5120 (Revenue) to pass JV by 08/07/2024 and attach refund register; non-compliance to be escalated to CA(F) as per Policy FIN-REF-09.,Finance
"DMRC Rolling Stock Upgrade Technical Note RS/UPG/2025/15 dated 09/09/2025: Retrofit of LED destination indicator controllers on trainset TR-512 (cars DM-812 to TM-816). New controller model VDI-25 supports TCP/IP over M12; firmware v3.4.2 integrated with TCMS per IEC 61375. EMP-1789 conducted static and dynamic tests between Karkardooma and Anand Vihar; no packet loss observed at 100 Mbps ring topology. Budget utilization ₹4,96,300 under Capex Head RS-IT-09; warranty 24 months by vendor VisionRail Pvt. Ltd., PO DMRC/RS/2025/224.",Engineering
Customer Complaint Log CCL-OPS-DMRC/2024/771 dated 01/08/2024: Multiple complaints regarding AC temperature on TR-603 between Noida Sector 16 (NS16) and Akshardham (AKD). Cabin temp recorded 29.6°C vs setpoint 25°C; compressor stage-2 not engaging. Train Operator EMP-3671 switched to manual HVAC mode per SOP-HV-05; station announcements issued advising passengers of rectification at Depot VIN. Work Order WO-HVAC/24-603 raised to vendor M/s CoolAir India with SLA 24 hrs.,Operations
"Procurement Notice: DMRC Tender No. CPM-12/MECH/2024-07 issued on 02/07/2024 invites bids for supply of 15 nos. 200 kVA DG sets for depots at Shastri Park and Najafgarh. Estimated cost ₹5.40 crore, EMD ₹10,80,000, bid submission by 26/07/2024 15:00 hrs on e-proc portal. Payment terms: 80% on delivery, 20% after successful commissioning within 30 days. Pre-bid meeting on 10/07/2024 at Metro Bhawan, Barakhamba Road; contact EMP-0678. All taxes inclusive; GST @18% applicable. Tender documents reference Circular Fin/Proc/2024/07-12.",Finance
"Civil Structure Audit Memo CSA/08/2025/DMRC: Routine inspection of Viaduct Pier P-219 near Patel Nagar on 12/08/2025 identified hairline cracks (0.18–0.22 mm) in the cover zone on the east face. Rebound hammer average 32 (M35 concrete), carbonation depth 12 mm; cover meter indicates 35 mm rebar cover (spec 40 mm). Preventive action: epoxy injection (low viscosity) and surface sealing; schedule re-check on 12/02/2026. Work to be executed under PO-INV-88214 by vendor Shree BuildTech, NCR; budget provision ₹2,46,000. Responsible officer: EMP-0674.",Engineering
"DMRC HR Circular No. HR/Rec/2025/014 dated 12/02/2025: Panel for Station Controller/Train Operator finalized pursuant to Advt. No. DMRC/HR/NT-06. Candidates with roll nos. SC-1227, SC-1349, SC-1411 have been recommended for appointment at Level NE-02 with basic pay ₹33,000 plus applicable allowances as per 7th CPC. Medical fitness (A-1 category) completed at Metro Bhawan Clinic on 10/02/2025; joining to be effected by 01/03/2025 subject to Police Verification (PV-2025/SC/088) and document verification of original mark sheets.",HR
"Operational Directive OD/OPS/24-117 dated 05/08/2024: With effect from 12/08/2024, Blue Line headway between Rajiv Chowk (RCK) and Dwarka Sec-21 (DWS) shall be tightened to 2 min 20 sec during 08:00–10:30 hrs. TR-318 to TR-334 will be rostered as cyclic turns per Diagram BL-PEAK/08, with crew EMP-0267 (Operator) and EMP-1429 (Guard) swapped to address fatigue limits under IRPWM Clause 340. Station controllers at Patel Nagar (PTN) and Rajouri Garden (RJG) to deploy platform marshals (2 per gate) for crowd control; announce platform edge safety every 4 minutes. Any deviation beyond ±30 sec to be recorded in TAD-Form-06 and escalated to OCC by SMS template OCC-DRT.",Operations
